param,Uupdate_P0,Uupdate_P0_std,Uupdate_P1,Uupdate_P1_std,Vupdate_P0,Vupdate_P0_std,Vupdate_P1,Vupdate_P1_std,preprocess_P0,preprocess_P1,online_P0,online_P1,online_avg_P0,online_avg_P1,p2_total
10,0.00484024,0.00111407802084644,0.004839899999999999,0.0011027934471681566,0.05950218,0.010696455885539857,0.05948857999999999,0.010696016567491556,0.05303779999999999,0.0542294,0.612308,0.6122234,0.061230799999999995,0.06122234,0.06367759999999999
200,0.003938901999999999,0.0013974042809264395,0.0038539240000000003,0.0002859253308466011,0.049956596,0.004434570522893982,0.049867534000000005,0.004054186432491101,1.0755052,1.0923432000000002,10.269688,10.251954399999999,0.05134844000000001,0.051259772,1.0890618
400,0.0038939164999999996,0.0004697040995252467,0.0038993425,0.0004685158079040943,0.05071447,0.0036832456269603486,0.05071239350000001,0.003678681336858801,2.1236066,2.1260906,20.8463214,20.8461142,0.0521158035,0.0521152855,2.1335448
600,0.0038827270000000003,0.00028494299867374076,0.0038878813333333333,0.00028471688185747774,0.05019758866666667,0.0033472895511689345,0.05019644399999999,0.0033420185606578903,3.283721,3.285105,30.9538406,30.953661599999997,0.05158973433333334,0.051589436,3.2952894
